Store_name,Category,Review,TV,Biztel,Address,Menu,Homepage,페이스북,인스타그램,블로그,웹사이트,Convenience,Desc,10,20,30,40,50,60,Female,Male
파크루안 역삼점,,304,,02-562-5565,"서울 강남구 논현로 430
지번역삼동 726 아세아빌딩 지하 1층지도보기","8,000원
웰빙삼선콩자장면
12,000원
왕갈비짬뽕
23,000원
찹쌀탕수육 small
10,000원
잡채밥
메뉴판(원산지) 이미지로 보기",http://www.parkruan.com,,,http://blog.naver.com/bistroruan,,"단체석, 주차, 포장, 예약","프리미엄 차이니스 레스토랑 파크루안 역삼점입니다. 식사와 요리부터 다양한 가격대의 코스요리가 준비되어 있고, 테이블 간격이 여유있는 80여명의 레스토랑과 4명에서250명까지 이용가능한 단독룸도 다수보유한 곳으로 프라이빗한 분위기 식사도 가능합니다. 최고로 모시겠습니다. 파크루안에서 맛있는 시간 함께 하세요. ",height: 35.6805%;,height: 75.729%;,height: 82.542%;,height: 85.854%;,height: 98.5425%;,height: 97.4535%;,46%,54%
"순남시래기 역삼점백반,가정식","백반,가정식",169,,02-508-0887,"서울 강남구 테헤란로34길 5
지번역삼동 719-8지도보기","10,000원
대표
도마수육정식
4,000~11,000원
대표
하우스막걸리
10,000원
쑥떡떡갈비정식
6,000원
3대시래기국
7,000원
봄향쑥국
메뉴판(원산지) 이미지로 보기
더보기",http://www.soonnam.com/,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분",,height: 54.7271%;,height: 93.9462%;,height: 71.7351%;,height: 64.8027%;,height: 50.6031%;,height: 47.1147%;,54%,46%
"로즈힐 역삼점육류,고기요리","육류,고기요리",34,,02-508-2090,"서울 강남구 테헤란로 152
지번역삼동 737 강남파이낸스센터지도보기","49,000원
한우양념갈비
49,000원
미경산 한우생등심
59,000원
미경산 한우꽃등심
79,000원
황제갈비살
메뉴판(원산지) 이미지로 보기",http://www.irosehill.co.kr/,,,,,단체석,강남 파이낸스센터 지하 1층에 위치한 쇠고기 구이 전문점입니다. 고급 레스토랑 분위기에서 고기구이를 즐길 수 있는 것이 특징이지요. 코냑 등심구이는 고기가 익을 무렵 꼬냑을 부워 굽는 메뉴로 인기있습니다.,height: 25%;,height: 64.188%;,height: 77.7915%;,height: 96.8835%;,height: 93.638%;,height: 76.3165%;,44%,56%
공차 역삼점,,311,,02-6326-4040,"서울 강남구 강남대로94길 91
지번역삼동 644-17지도보기","4,200원
대표
블랙밀크티+펄
4,200원
대표
타로밀크티+펄
4,200원
초콜렛밀크티+밀크폼
4,200원
밀크폼 얼그레이티+코코넛
4,500원
자몽 그린티 에이드+알로에
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"포장, 배달, 예약, 무선 인터넷","대만 버블밀크티 전문점 입니다.
버블티 및 주스, 스무디, 커피 등이 다양하게 있어서 누구나 쉽게 즐길 수 있는 매장입니다.

공차(貢茶)의 음료는 4시간마다 우려 낸 깊은 차(茶)의 맛과 향은 선사 합니다.
(4시간이 지난 음료는 폐기처분되어지고 새롭게 우려내는 것을 원칙으로 합니다.)

공차 역삼점 Delivery Service (배달 서비스)
- 배달가능지역 : 역삼1동, 역삼2동, 논현1동, 논현2동, 삼성2동, 도곡1동, 서초1동, 서초4동, 대치4동
- 배달시간 : 평일 11:30 ~ 21:30, 토/일요일/공휴일 : 11:30~ 20:30
- 주문금액이 최소 10,000원이상시 배달가능합니다. 
- 배달료 : 역삼/논현동 2,000원, 그외지역 3,000원 (30,000원이상 주문시 배달료 무료)
- 매장 전화번호 02-6326-4040으로 전화주세요.
- 주문하실때 결재방법 (신용카드 or 현금)을 말씀해 주시기 바랍니다.",height: 70.4435%;,height: 95.7605%;,height: 74.206%;,height: 52.5485%;,height: 41.008%;,height: 41.183%;,60%,40%
파스토보이 역삼점,,612,,02-552-0842,"서울 강남구 테헤란로25길 9
지번역삼동 644-18 2층지도보기","14,900원
대표
목살스테이크샐러드
14,900원
칠리치킨스테이크샐러드
14,900원
오리엔탈치킨스테이크샐러드
8,900원
새우필라프
8,900원
목살필라프
메뉴판(원산지) 이미지로 보기
더보기",http://www.pastoboy.com,,http://www.instagram.com/pastoboy_official,,,"포장, 배달, 무선 인터넷",,height: 68.497%;,height: 88.702%;,height: 76.4665%;,height: 65.114%;,height: 57.212%;,height: 25%;,53%,47%
요술포차역삼점요리주점,요리주점,1263,,02-564-9939,"서울 강남구 테헤란로19길 5
지번역삼동 647-13지도보기","32,000원
A세트
34,000원
B세트
36,000원
C세트
47,000원
D세트
36,000원
맥주세트
더보기",,,,,,,,height: 60.717%;,height: 98.553%;,height: 73.117%;,height: 62.124%;,height: 49.607%;,height: 46.6435%;,50%,50%
을밀대 역삼점냉면,냉면,1392,,02-508-0280,"서울 강남구 논현로85길 52
지번역삼동 735-18 역삼 푸르지오 시티지도보기","12,000원
대표
물냉면/비빔냉면
9,000원
대표
녹두전
9,000원
양지탕밥
8,000원
컵냉면
30,000원
소고기 수육(소)
메뉴판(원산지) 이미지로 보기
더보기",,,,,,"주차, 포장, 예약, 남/녀 화장실 구분","40년 정통 평양냉면의 명가 을밀대가 역삼역으로 진출을 하였습니다. 편안한 장소에서  전통의 을밀대 맛을 즐길수 있으며, 직장인들을 위한 간편 컵냉면도 보유하고 있습니다...",height: 21.467%;,height: 77.986%;,height: 87.944%;,height: 83.161%;,height: 68.829%;,height: 69.268%;,45%,55%
"타코벨 역삼점멕시코,남미음식","멕시코,남미음식",551,,02-539-2244,"서울 강남구 논현로85길 11
지번역삼동 739-1 1층지도보기","2,000원
비프크런치타코",http://www.facebook.com/koreatacobell/,,,,,"주차, 포장, 배달",,height: 69.828%;,height: 94.9765%;,height: 80.2785%;,height: 67.8445%;,height: 45.4485%;,height: 44.9025%;,55%,45%
"스노우폭스 역삼 GFC점초밥,롤","초밥,롤",80,,02-558-8082,"서울 강남구 테헤란로 152
지번역삼동 737 강남파이낸스센터 지하2층지도보기","7,200원
캘리포니아 롤
15,000원
프리미엄 스시 콤보
95,001원
새우 드래곤 롤
13,500원
통장어 덮밥
7,600원
매콤고기김치 덮밥
메뉴판(원산지) 이미지로 보기",http://www.snowfoxkorea.com/,http://www.facebook.com/snowfoxkorea,http://www.instagram.com/snowfox_korea,,,"단체석, 포장, 무선 인터넷","스노우폭스는 쉐프들이 매장에서 직접 요리하는 레스토랑과 리테일샵의 장점을 완벽하게 조화시킨 신개념의 “Grab N Go 도시락 카페”입니다. 가장 신선한 음식만을 제공하기 위해 스시, 롤, 샐러드 등 70여가지의 다양한 메뉴를 당일 생산,당일 소진 원칙으로 판매하고 있습니다.",height: 25%;,height: 86.7025%;,height: 79.8145%;,height: 72.4955%;,height: 58.487%;,height: 54.0225%;,51%,49%
연탄마을돼지고기구이,돼지고기구이,1842,찾아라맛있는TV,02-2051-6335,"서울 강남구 테헤란로19길 13
지번역삼동 637-33지도보기","10,000원
대표
연탄파불고기
11,000원
대표
연탄매운파불고기
11,000원
연탄초벌삽겹살
28,000원
연탄오리주물럭",,,,,,"단체석, 주차, 포장, 예약","저희연탄마을은 생생정보통 찾아라맛있는티비 식객 방송3사에서 소개될만큼 맛으로 인정받은곳입니다
찾아오셔서 불맛의깊은맛을 느껴보세요 감사합니다",height: 36.204%;,height: 91.016%;,height: 82.093%;,height: 74.153%;,height: 57.3055%;,height: 60.5785%;,47%,53%
"역삼동북어집해물,생선요리","해물,생선요리",132,,02-558-6605,"서울 강남구 논현로85길 5-14
지번역삼동 738-2지도보기","7,000원
북어찜백반
7,000원
해물파전
메뉴판(원산지) 이미지로 보기",,,,,,단체석,"북어요리로 꾸준히 사랑받아온 곳입니다. 북어찜과 북어구이가 인기있습니다. 점심에는 북어찜백반이 인기있는데요, 국물이 많이 나오는 북어찜은 해장 요리로도 많이 찾습니다.",height: 25%;,height: 75.0665%;,height: 87.302%;,height: 92.0595%;,height: 76.978%;,height: 77.5305%;,45%,55%
폴바셋 GFC점카페,카페,80,,02-2112-3887,"서울 강남구 테헤란로 152
지번역삼동 737 강남파이낸스센터 지하1층지도보기","메뉴정보
메뉴정보안내
4,700원
룽고 (Standard)
5,300원
카페라떼 (Standard)
3,500원
상하목장 아이스크림",http://www.baristapaulbassett.co.kr/,https://www.facebook.com/paulbassettkorea,,,,"주차, 포장, 남/녀 화장실 구분",프리미엄 커피전문점,height: 25%;,height: 88.198%;,height: 80.2535%;,height: 66.131%;,height: 47.6535%;,height: 25%;,57%,43%
"비진도 해물뚝배기해물,생선요리","해물,생선요리",1362,,02-568-2867,"서울 강남구 논현로85길 25
지번역삼동 739-7지도보기","11,000원
대표
해물뚝배기
49,000원
대표
반상 / 1~2인용
93,000원
한상 / 3~4인용
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","- 조미료를 전혀 첨가하지 않습니다.
- 오랜 노하우의 육수 및 다대기로 깔끔한 맛을 느끼실 수 있습니다.",height: 25%;,height: 69.7235%;,height: 83.021%;,height: 87.752%;,height: 70.9375%;,height: 68.6055%;,46%,54%
크레이지후라이 역삼점,,702,,02-501-5686,"서울 강남구 테헤란로 142
지번역삼동 736-1 캐피탈타워 1층 7호지도보기","19,000원
대표
황제김말이즉석떡볶이
18,000원
대표
크레이지몬스터
23,000원
불타는통닭즉석떡볶이
메뉴판(원산지) 이미지로 보기",http://www.crazyfry.co.kr/vr6,,,,,"단체석, 주차, 포장, 남/녀 화장실 구분","술을 부르는 떡볶이 크레이지 후라이 드디어 강남에 상륙 xD
크후만의 특별한 프리미어 즉석 떡볶이와 다양한 튀김 메뉴를 만나보세요!",height: 25%;,height: 83.149%;,height: 86.3005%;,height: 83.3045%;,height: 59.035%;,height: 25%;,52%,48%
"토마틸로 역삼GFC점멕시코,남미음식","멕시코,남미음식",1421,,02-2112-3883,"서울 강남구 테헤란로 152
지번역삼1동 737 강남파이낸스센터지도보기","8,500원
대표
브리또
8,500원
대표
퀘사디아
8,500원
타코2pcs
7,000원
칠리감자
11,000원
칠리치즈나쵸
더보기",,,,,,"단체석, 주차, 포장, 방문접수/출장, 무선 인터넷, 남/녀 화장실 구분","다양한 멕시코음식을 맛있게 즐길 수 있는 토마틸로 역삼점입니다.
토마틸로의 원재료는 항상 신선하고 메뉴는 심플합니다. 
원하는 재료를 선택해서 당신에게 꼭 맞는 당신만을 위한 메뉴를 만들어 보세요.
퀘사딜라, 브리토, 타코, 토스타다 등 맛있고 영양많은 멕시코 음식을 즐겨보세요",height: 25%;,height: 93.4455%;,height: 81.588%;,height: 62.7405%;,height: 45.797%;,height: 25%;,54%,46%
매드포갈릭 역삼점이탈리아음식,이탈리아음식,645,,02-562-6977,"서울 강남구 테헤란로 134
지번역삼동 735-3 포스코 P&S타워 지하1층지도보기","메뉴정보
메뉴정보안내
17,900원
Caesar Salad
20,800원
Garlicpeno Pasta
23,800원
Garlic Sizzling Rice
22,800원
Garlic Snowing Pizza
39,800원
Garlic Hug Steak
메뉴판(원산지) 이미지로 보기
더보기",http://www.madforgarlic.com/,,,,,"단체석, 예약, 남/녀 화장실 구분","시즌별 감성테마에 마늘로 풍미를 더한 창작메뉴, 페어링 와인을 즐길 수 있는 곳 매드포갈릭입니다.",height: 25%;,height: 76.318%;,height: 80.2415%;,height: 77.197%;,height: 64.6165%;,height: 62.6495%;,53%,47%
유리카모메 역삼점일식당,일식당,1223,,02-508-6906,"서울 강남구 테헤란로19길 7
지번역삼동 647-12지도보기","11,000원
돈까스&샐러드
12,000원
어니언 돈까스
12,500원
얌운센쌈돈까스
13,000원
돈까스+밥+미니우동
3,500원
고추장불고기
메뉴판(원산지) 이미지로 보기
더보기",,,,,,,,height: 25%;,height: 86.369%;,height: 76.547%;,height: 67.383%;,height: 51.2775%;,height: 25%;,52%,48%
마녀주방 강남점,,"23,862",생방송오늘저녁,070-4240-1116,"서울 강남구 강남대로94길 9
지번역삼동 818-14지도보기","6,500원
대표
와인숙성 넓적다리 스테이크
13,500원
대표
빠네 크림 파스타
6,500원
리코타 유령 독초 샐러드
12,000원
알리오올리오
13,000원
봉골레 파스타
메뉴판(원산지) 이미지로 보기
더보기",http://witchskitchen.co.kr,http://www.facebook.com/witchsfinger,http://www.instagram.com/witchskitchen.official,,,"단체석, 예약, 무선 인터넷",마녀가 차려주는 식탁을 경험할 수 있는 대한민국 유일 호러 컨셉의 이색 레스토랑,height: 66.208%;,height: 77.7803%;,height: 55.024%;,height: 54.101%;,height: 16.9097%;,height: 28.5343%;,52%,48%
김봉남포장마차 역삼2호점포장마차,포장마차,84,,02-588-9292,"서울 강남구 논현로87길 15
지번역삼동 736-54 LS빌딩지도보기","30,000원
부추꼬꼬
메뉴판(원산지) 이미지로 보기",,,,,,,,height: 25%;,height: 91.6445%;,height: 79.977%;,height: 65.086%;,height: 48.7135%;,height: 44.896%;,49%,51%
테이블스베이커리,베이커리,481,,02-563-1144,"서울 강남구 논현로85길 52
지번역삼동 735-17 역삼 푸르지오 시티지도보기","2,800원
아메리카노
3,500원
과일쥬스
3,500원
과일쉐이크",,,,,,"주차, 포장, 무선 인터넷, 남/녀 화장실 구분",테이블스(역삼점)은 엄선된 커피와 천연발효종을 사용하여 만든 건강빵을 만들어 건강한식탁을 지향하는 베이커리카페입니다,height: 45.1235%;,height: 92.6725%;,height: 81.6815%;,height: 64.748%;,height: 43.904%;,height: 25%;,60%,40%
스타벅스 아크플레이스점카페,카페,301,,02-758-8158,"서울 강남구 테헤란로 142
지번역삼동 736-1 (역삼동)지도보기","5,800원
돌체콜드브루
6,300원
다크카라멜 커피 프라푸치노
6,500원
아몬드 바나나 블렌디드
6,300원
트리플 모카 프라푸치노
6,100원
화이트 딸기크림 프라푸치노
더보기",http://www.istarbucks.co.kr/,http://www.facebook.com/starbuckskorea,http://www.instagram.com/starbuckskorea,http://www.istarbucksblog.co.kr/,,,,height: 25%;,height: 85.2275%;,height: 84.436%;,height: 73.5285%;,height: 54.0165%;,height: 25%;,55%,45%
마구로센 역삼점생선회,생선회,62,,02-2052-3737,"서울 강남구 테헤란로19길 10
지번역삼동 645-21 2층지도보기","50,000원
마구로(1인)
70,000원
마구로특선(1인)
100,000원
마구로스페셜
메뉴판(원산지) 이미지로 보기",,,,,,"단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분","항공으로 직수입한 혼마구로 생참치를 국내최초로 판매하고 있습니다.
주 메뉴는 생참치 코스로서
합리적인 가격으로 최상품질의 생참치를 무한리필로 드실수 있습니다.
역삼역에 오픈한 생참치 맛집 마구로센입니다.",height: 25%;,height: 70.581%;,height: 89.36%;,height: 87.4225%;,height: 66.6805%;,height: 62.004%;,38%,62%
코바치 역삼점일식당,일식당,675,,02-2112-1240,"서울 강남구 테헤란로 152
지번역삼동 737 강남파이낸스센터 지하2층지도보기","22,000원
전복물회
11,000원
자루소바
15,000원
해물나베우동
16,000원
한우타다끼덮밥",,,,,,"단체석, 주차, 예약, 남/녀 화장실 구분",호텔 출신의 요리사들이 오픈형 주방에서 내어오는 일식을 즐길 수 있는 곳. 합리적인 가격으로 수준 높은 음식을 맛볼 수 있다. 일식에 사케를 즐기기에 좋은 곳. 점심 메뉴도 알차게 준비되어 있어 식사를 즐기기도 좋다.,height: 36.3685%;,height: 82.4315%;,height: 83.3775%;,height: 79.116%;,height: 87.138%;,height: 67.6555%;,47%,53%
지유가오카핫초메 역삼점케이크전문,케이크전문,50,,02-538-8845,"서울 강남구 역삼로17길 64
지번역삼동 738-1 역삼동A4스페이스지도보기","9,000원
조각케이크
9,000원
일본식수제카레
4,000원
아메리카노",http://www.jiyugaoka.co.kr/,,,,,,,height: 47.7455%;,height: 96.9495%;,height: 82.0955%;,height: 59.3375%;,height: 41.0965%;,height: 40.3055%;,59%,41%
호타루일본식라면,일본식라면,127,,02-501-2656,"서울 강남구 테헤란로25길 9-10
지번역삼동 644-16지도보기","7,000원
돈코츠라멘
7,000원
소유라멘
8,000원
시오버터라멘
메뉴판(원산지) 이미지로 보기",,,,,,,일본라멘을 비롯해 돈부리를 즐길 수 있는 역삼동 맛집 호타루입니다.,height: 50.679%;,height: 91.602%;,height: 81.361%;,height: 65.464%;,height: 48.12%;,height: 42.758%;,48%,52%
